"CompanyID","Frequency","LastKnownValuation","Revenue","CompanyName","WebGrowthRate","PrimaryIndustrySector"
"162908-20",1,166666.67,23758.71917785,PDD Holdings,-1.03,Consumer Products and Services (B2C)
"51726-07",1,603.917556,1512.934,Wix.com,-1.03,Information Technology
"266058-10",1,25.0,35.0,Front Office Sports,-1.02,Consumer Products and Services (B2C)
"41276-80",3,,44.981,Frequency Electronics,-1.02,Information Technology
"459063-37",2,16.76247285,3.2760248,Hydreight Technologies,-1.02,Healthcare
"498022-84",1,935.68012616,570.19484627,UGREEN,-1.02,Information Technology
"50851-45",1,253.755047,302.54,Cardlytics,-1.02,Business Products and Services (B2B)
"53351-11",1,10.03844422,51.22987173,Indian Energy Exchange,-1.02,Energy
"90191-71",1,616.33478329,323.49095747,Socar,-1.01,Consumer Products and Services (B2C)
"12755-89",1,10600.0,,First Republic Bank,-1.0,Financial Services
"61434-55",1,1587.588339,535.785,Guardant Health,-1.0,Healthcare
"264534-40",1,75.999997,,Freethink,-0.99,Consumer Products and Services (B2C)
"42064-30",1,165.28,0.468141,Ascent Solar Technologies,-0.99,Energy
"458318-26",2,7.9286148,,Drop Bear Beer,-0.99,Consumer Products and Services (B2C)
"59353-21",1,212.67,7581.56118934,Vodacom Group,-0.99,Information Technology
"14766-04",23,,14217.5052282,Westpac Banking,-0.98,Financial Services
"162585-91",4,5000.0,,ShareChat,-0.98,Information Technology
"167400-28",1,124.0,228.68283979,Intellian Technologies,-0.98,Information Technology
"235812-16",1,98.499999,2.0,SiLC,-0.98,Information Technology
"41955-49",1,93.058284,737.215,"8X8",-0.98,Information Technology
"503067-79",1,,19.56000875,Porsche eBike Performance,-0.98,Business Products and Services (B2B)
"58369-06",1,1340.000066,,OfferUp,-0.98,Information Technology
"113844-16",2,806.58,100.0,Nium,-0.97,Information Technology
"98658-82",1,,7.90436359,Secure-IC,-0.97,Information Technology
"42914-80",2,404.04,249.792,Casa Systems,-0.96,Information Technology
"469473-85",1,40.99200469,,Doccla,-0.96,Healthcare
"484811-74",1,,,MicroHarvest,-0.96,Consumer Products and Services (B2C)
"51497-56",2,14700.0,879.771,Five9,-0.96,Information Technology
"62094-52",1,459.54,342.562,Axonics,-0.96,Healthcare
"90237-70",1,,,StuDocu,-0.96,Information Technology
"439147-18",1,49.39998,,Rarible,-0.95,Information Technology
"466440-58",1,,,DeXe Network,-0.95,Information Technology
"57271-15",1,2679.0,209.143,Planet Labs,-0.95,Business Products and Services (B2B)
"61538-95",2,329.006704,370.239,i3 Verticals,-0.95,Information Technology
"94273-48",1,,2000.0,Trellix,-0.95,Information Technology
"41410-63",1,23.80769896,2065.512258,Kingold Jewelry,-0.94,Consumer Products and Services (B2C)
"499931-11",1,15.0,,Cerebrum Tech,-0.94,Information Technology
"52235-56",2,3954.46,6207.114,Academy Sports and Outdoors,-0.94,Consumer Products and Services (B2C)
"10941-22",1,3321.8861564,2446.77309321,Bosideng International Holdings,-0.93,Consumer Products and Services (B2C)
"121702-96",3,100.76313547,30.74600493,Cashfree,-0.93,Information Technology
"137805-67",1,54.88835337,31.641,Syft Technologies,-0.93,Information Technology
"483560-56",1,,,Dexalot,-0.93,Information Technology
"52818-22",1,1200.0,186.797,Workhuman,-0.93,Information Technology
"54268-48",1,524.38001,487.678,Varonis Systems,-0.93,Information Technology
"55250-20",3,4360.7071217,,OutSystems,-0.93,Information Technology
"14192-65",3,534.8,12570.0,Expedia Group,-0.92,Consumer Products and Services (B2C)
"223573-33",2,58.2,36.639327,Bit Digital,-0.92,Financial Services
"277811-20",1,14.65249105,27.24247569,BTM,-0.92,Information Technology
"51197-41",4,,5900.0,HBO,-0.92,Consumer Products and Services (B2C)
"51644-26",1,5317.55751922,3382.31362698,IndusInd Bank,-0.92,Financial Services
"12795-31",1,1661.34557,5648.5,Juniper Networks,-0.91,Information Technology
"351295-84",3,,,Avelo Airlines,-0.91,Consumer Products and Services (B2C)
"439497-46",1,2396.64531505,,Star Charge,-0.91,Business Products and Services (B2B)
"52300-36",4,2399.972111,11990.0,Wayfair,-0.91,Consumer Products and Services (B2C)
"53939-98",4,8000.0,408.687,Braze,-0.91,Information Technology
"64984-24",1,,218.79820823,Neowiz Games,-0.91,Information Technology
"11815-57",2,1892.61025387,1925.6082235,Wickes,-0.9,Consumer Products and Services (B2C)
"170558-56",1,,5.36615965,Lift Company,-0.9,Consumer Products and Services (B2C)
"433585-72",1,699.31830452,,Lanistar,-0.9,Financial Services
"41285-89",1,,2885.0,Portland General Electric,-0.89,Energy
"463601-08",1,182.35635365,144.74691725,Kaadas,-0.89,Consumer Products and Services (B2C)
"53637-58",3,5857.18,2351.007,Farfetch,-0.89,Consumer Products and Services (B2C)
"10872-28",2,271.00497051,704.7113949,U-blox,-0.88,Information Technology
"233133-22",3,1173.0,0.0,PureCycle Technologies,-0.88,Materials and Resources
"54492-13",1,68.38985797,379.04151702,WildBrain,-0.88,Consumer Products and Services (B2C)
"54678-07",2,499.999998,,TuneIn,-0.88,Information Technology
"97662-70",1,,909.0,Ethereum,-0.88,Information Technology
"360866-17",1,,,Castle & Key,-0.87,Consumer Products and Services (B2C)
"433585-99",2,,0.06147953,Balancer,-0.87,Financial Services
"57227-95",1,32011.35295,1774.0,Robinhood,-0.87,Financial Services
"10303-03",2,147.58,79.286,Gaia (Media Company),-0.86,Consumer Products and Services (B2C)
"268050-97",1,,0.08189,Hiro Clark,-0.86,Consumer Products and Services (B2C)
"494707-51",1,12.0,,Axle (Logistics),-0.86,Business Products and Services (B2B)
"64949-05",2,7776.0,1570.165,Paysafe,-0.86,Information Technology
"12255-22",1,333.786744,97.424,eGain,-0.85,Information Technology
"13124-71",3,,5058.373,OpenText,-0.85,Information Technology
"41055-31",1,1300.0,742.518,Lattice Semiconductor,-0.85,Information Technology
"41149-00",1,194.94018,3595.941,Euronet Worldwide,-0.85,Financial Services
"51389-56",2,2171.0,128.84,View,-0.85,Business Products and Services (B2B)
"10553-68",1,16500.0,3314.153,Citrix Systems,-0.84,Information Technology
"10963-99",1,1260.76281068,998.54778483,Crest Nicholson,-0.84,Business Products and Services (B2B)
"60441-76",2,1750.06397532,179.5556476,Trade Me,-0.84,Consumer Products and Services (B2C)
"105768-01",2,,880.36930902,Divi's Laboratories,-0.83,Healthcare
"11511-37",1,1462.5,43421.0,Thermo Fisher Scientific,-0.83,Healthcare
"277843-60",2,,,Urbanic,-0.83,Consumer Products and Services (B2C)
"53780-77",1,14087.568264,357.0,Wish,-0.83,Consumer Products and Services (B2C)
"59534-11",2,,108.463,OTC Markets Group,-0.83,Financial Services
"42882-04",1,320.671425,771.423,Tandem Diabetes Care,-0.82,Healthcare
"43054-21",1,275.0,166.929,Tigo Energy,-0.82,Energy
"10127-62",5,,9297.0,Quest Diagnostics,-0.81,Healthcare
"25296-40",1,,627.31168505,Manappuram Finance,-0.81,Financial Services
"52297-30",3,1254.43708,410.205,Ultragenyx Pharmaceutical,-0.81,Healthcare
"54882-55",1,333.999984,64.416,Allurion,-0.81,Healthcare
"56145-79",1,,55138.0,AbbVie,-0.81,Healthcare
"151583-50",3,,,Weebit-Nano,-0.8,Information Technology
"42084-64",1,1210.045374,7174.0,Interactive Brokers,-0.8,Financial Services
"501010-66",1,,,Space One,-0.8,Information Technology
"53597-98",1,1766.666112,406.031,PagerDuty,-0.8,Information Technology
"56560-42",4,10000.0,800.0,Digital Currency Group,-0.8,Financial Services
"61968-97",2,196.0747642,1.88503012,ITen,-0.8,Business Products and Services (B2B)
"42707-80",2,1270.94,926.476,LendingClub,-0.79,Financial Services
"51554-89",1,2208.91,21.688,NuScale Power,-0.79,Energy
"60439-96",5,,2980.07392532,Telecom Plus,-0.79,Information Technology
"63601-93",4,7101.30211576,664.30857026,Nykaa,-0.79,Consumer Products and Services (B2C)
"10729-45",5,9560.53,14855.0,IQVIA,-0.78,Business Products and Services (B2B)
"11813-14",1,14000.0,3777.0,Gen Digital,-0.78,Information Technology
"39835-81",1,,249.449,Atlanticus Holdings,-0.78,Financial Services
"41133-61",1,,242290.0,Costco Wholesale,-0.78,Consumer Products and Services (B2C)
"112659-13",4,10000.0,0.0,Joby Aviation,-0.77,Business Products and Services (B2B)
"11779-93",6,1800.0,26.71086939,Ducati (Automotive),-0.77,Consumer Products and Services (B2C)
"166679-83",5,2000.0,19.743,IonQ,-0.77,Information Technology
"52662-25",1,338.399974,,Skillshare,-0.77,Information Technology
"53587-00",2,688.126968,1831.06,The Trade Desk,-0.77,Business Products and Services (B2B)
"53757-19",2,2047.97048,1021.89673186,Cholamandalam Investment and Finance Company,-0.77,Financial Services
"55446-58",1,7876.60392,2996.0,Maplebear,-0.77,Consumer Products and Services (B2C)
"83539-18",4,8769.2,10802.045,Chewy,-0.77,Consumer Products and Services (B2C)
"107074-54",5,604.19149834,93.63145213,RateGain Technology,-0.76,Business Products and Services (B2B)
"182479-42",2,14028.0,3227.56518398,Guangzhou Xiaopeng Motors Technology,-0.76,Consumer Products and Services (B2C)
"229861-81",1,118.18667582,30.6703971,Tynor,-0.76,Healthcare
"268466-95",1,423.529292,2.39928429,Tines,-0.76,Information Technology
"435491-83",3,33.0,,AviaGames,-0.76,Information Technology
"458209-63",1,38.71133202,4.8954678,GB News,-0.76,Consumer Products and Services (B2C)
"59366-89",6,,18573.35289935,Rolls-Royce Holdings,-0.76,Business Products and Services (B2B)
"60765-58",1,405.9616436,83.57157045,Blacklane,-0.76,Consumer Products and Services (B2C)
"64551-79",3,,1.75260547,Vector (PR Agency),-0.76,Business Products and Services (B2B)
"119126-44",4,100.0,59.09926473,The Independent,-0.75,Consumer Products and Services (B2C)
"12780-55",3,268.84,32.785,Digimarc,-0.75,Information Technology
"53302-24",1,1714.244758,1947.568,Criteo,-0.75,Business Products and Services (B2B)
"119670-40",1,4918.0,2829.597,Polestar Performance,-0.74,Consumer Products and Services (B2C)
"437472-10",2,107.86580516,0.34980513,Jodo,-0.74,Information Technology
"529681-15",1,,,SQUAKE,-0.74,Business Products and Services (B2B)
"60501-79",1,800.0,,Edaijia,-0.74,Consumer Products and Services (B2C)
"88997-59",1,67725.6076,3782.0,Rivian Automotive,-0.74,Consumer Products and Services (B2C)
"224501-05",2,2000.0,21.4,Celsius Network,-0.73,Information Technology
"228956-68",1,339.999964,50.0,Curbio,-0.73,Consumer Products and Services (B2C)
"52892-29",1,40.007077,14.366,DermTech,-0.73,Healthcare
"54113-50",1,518.0,12.434,Eos Energy Enterprises,-0.73,Business Products and Services (B2B)
"58894-84",8,70.22531802,48.482015,Anghami,-0.73,Information Technology
"10376-38",1,,1590.604,Alkermes,-0.72,Healthcare
"10823-50",1,12517.02905631,8937.83549171,Legrand,-0.72,Business Products and Services (B2B)
"12018-16",1,4000.0,372.51,Barracuda Networks,-0.72,Information Technology
"31730-41",1,,9442.439,Insight Enterprises,-0.72,Information Technology
"433451-71",1,,,IASO Bio,-0.72,Healthcare
"460178-02",1,,,Talkiatry,-0.72,Healthcare
"62621-56",4,551.04887,170.006,CRISPR Therapeutics,-0.72,Healthcare
"10322-92",2,843.75,437.865,Wingstop Restaurants,-0.71,Consumer Products and Services (B2C)
"12190-33",2,180.0,513.963,SPS Commerce,-0.71,Business Products and Services (B2B)
"12239-38",2,2500.0,1427.821,ACI Worldwide,-0.71,Information Technology
"56796-85",4,3402.74,1744.167,Weibo,-0.71,Information Technology
"66148-48",2,,,Telegram,-0.71,Information Technology
"93174-40",2,100.0,2.0,Rolling Stone,-0.71,Consumer Products and Services (B2C)
"41372-74",2,,33439.55,Lennar,-0.7,Business Products and Services (B2B)
"51136-75",16,75713.488425,35952.0,Uber,-0.7,Information Technology
"528437-80",1,,,Evil Genius Games,-0.7,Consumer Products and Services (B2C)
"52944-04",3,75.95300459,608.88925103,IIFL Finance,-0.7,Financial Services
"53373-97",6,400.0,,Riot Games,-0.7,Information Technology
"61319-26",1,22.8,26.0,GovX,-0.7,Consumer Products and Services (B2C)
"151547-32",4,900.0,185.0,Pittsburgh Penguins,-0.69,Consumer Products and Services (B2C)
"234144-01",1,275.471996,,Kojo (Business/Productivity Software),-0.69,Information Technology
"54275-77",1,19967.115697,6112.52602908,Adyen,-0.69,Information Technology
"14197-51",1,,15540.0,Micron Technology,-0.68,Information Technology
"152406-64",1,,758.92207202,Hexatronic Group,-0.68,Information Technology
"170435-53",1,1614.0,69.773,Ouster,-0.68,Information Technology
"186722-65",1,,0.0,Edesa Biotech,-0.68,Healthcare
"110393-29",1,7499.999977,199.40263764,Razorpay,-0.67,Information Technology
"11526-49",1,140.0,,BitTorrent,-0.67,Information Technology
"59915-80",1,892.0576,469.309,Inari Medical,-0.67,Healthcare
"61959-97",4,500.0,19.453,Freightos,-0.67,Business Products and Services (B2B)
"458188-93",1,,,Centr,-0.66,Consumer Products and Services (B2C)
"527120-92",14,,,Kiwi,-0.66,Information Technology
"59214-97",3,126.04848808,0.53887767,Oxurion,-0.66,Healthcare
"41159-89",6,,4261.509,Logitech,-0.65,Information Technology
"54622-72",1,1457.7011,349.635,Beyond Meat,-0.65,Consumer Products and Services (B2C)
"10536-76",2,1000.0,,Dick Clark Productions,-0.64,Consumer Products and Services (B2C)
"14154-94",2,205.32913054,68.92984005,FinTech Global,-0.64,Financial Services
"60658-12",1,2287.766072,4276.0,Catalent,-0.64,Healthcare
"13352-95",3,35000.0,10060.0,eBay,-0.63,Consumer Products and Services (B2C)
"179186-05",2,78.000001,,BehaVR,-0.63,Healthcare
"221537-80",1,11.0,38.81255763,Sumsub,-0.63,Information Technology
"56209-51",2,745.5,1039.819,Shake Shack,-0.63,Consumer Products and Services (B2C)
"96310-18",2,3333.4527626,1177.61207378,LCH,-0.63,Financial Services
"41928-04",2,,6202.0,NetApp (Systems and Information Management),-0.62,Information Technology
"516180-43",1,,,Grow Indigo,-0.62,Information Technology
"54188-11",1,43.52698791,1.80556445,Volotea,-0.62,Consumer Products and Services (B2C)
"58034-35",1,7922.547204,5467.895,Oscar,-0.62,Financial Services
"10713-79",1,8400.0,2590.1,Zayo Group,-0.61,Information Technology
"225718-30",1,5.75916165,0.38255826,Altris,-0.61,Consumer Products and Services (B2C)
"42275-98",1,1293.41347312,875.77779832,PI Industries,-0.61,Materials and Resources
"466959-97",10,25000.0,500.0,Anthropic,-0.61,Business Products and Services (B2B)
"64170-91",1,1144.52366621,39.98532946,Ebury,-0.61,Information Technology
"13414-33",13,24900.0,93616.0,Dell Technologies,-0.6,Information Technology
"149571-01",1,,0.81159717,Autohaus24,-0.6,Consumer Products and Services (B2C)
"222662-35",2,472.70277464,189.60421396,Huel,-0.6,Consumer Products and Services (B2C)
"277583-32",1,99.41077601,16.42039186,Cashrewards,-0.6,Business Products and Services (B2B)
"41476-60",1,1036.099616,2405.876,Exact Sciences,-0.6,Healthcare
"51075-46",2,685.170756,3551.186,Solaredge Technologies,-0.6,Energy
"11078-83",14,,10216.70206995,Vivendi,-0.59,Consumer Products and Services (B2C)
"113640-85",1,1345.0,50.452,Perfect Corp.,-0.59,Information Technology
"399679-48",1,4000.000234,750.0,SKIMS,-0.59,Consumer Products and Services (B2C)
"467727-85",1,35.50314769,,Grace Bank,-0.59,Healthcare
"43013-80",1,1355.0,352.976,BuzzFeed,-0.58,Consumer Products and Services (B2C)
"54755-47",1,,4831.32197882,Nikon,-0.58,Consumer Products and Services (B2C)
"181055-71",1,,,CSquared,-0.57,Information Technology
"277589-17",1,0.99535917,11.89066788,Payright,-0.57,Information Technology
"42012-19",1,2662.63,262.013,Riot Platforms,-0.57,Information Technology
"43035-58",8,235.74522,2712.868,Enphase Energy,-0.57,Energy
"52169-50",1,3699.999999,2000.0,GOAT,-0.57,Consumer Products and Services (B2C)
"52836-76",1,505.0,10.0,Dashlane,-0.57,Information Technology
"54782-29",1,50000.0,15800.0,Stripe,-0.57,Information Technology
"40670-20",3,256.308,317.556,BioCryst Pharmaceuticals,-0.56,Healthcare
"53517-43",2,4408.66891264,1619.59,Razer,-0.56,Information Technology
"12083-95",7,1813.88917303,1079.0,CGG,-0.55,Information Technology
"493192-45",1,,,Sollective,-0.55,Information Technology
"52980-49",1,2900.0,5860.05255633,KaKao,-0.55,Information Technology
"58199-41",4,4949.25698,675.008,DigitalOcean,-0.55,Information Technology
"89301-88",1,1000.0,100.0,GoFundMe,-0.55,Information Technology
"10040-05",2,,,"Clayton, Dubilier & Rice",-0.54,Financial Services
"103573-90",3,4560.95,4.86,Virgin Galactic,-0.54,Business Products and Services (B2B)
"13419-28",5,3516.67,4653.33621318,Trip.com Group,-0.54,Consumer Products and Services (B2C)
"223414-39",1,253.0,28.029,Springbig,-0.54,Business Products and Services (B2B)
"40997-08",41,26540.594288,13595.67225721,Spotify,-0.54,Information Technology
"42069-97",2,293.27963,401.53,ehealth,-0.54,Financial Services
"10598-59",1,268.13,450.236,Atec Spine,-0.53,Healthcare
"40745-98",4,9000.0,2204.3,United Therapeutics,-0.53,Healthcare
"41279-05",6,,52326.232,TJX,-0.53,Consumer Products and Services (B2C)
"43104-88",17,48672.57,5228.681,X Corp.,-0.53,Information Technology
"51261-67",18,40628.63,9601.0,Airbnb,-0.53,Consumer Products and Services (B2C)
"53904-79",1,20000.0,2008.109,Datadog,-0.53,Information Technology
"58167-28",2,32400.965142,8150.0,DoorDash,-0.53,Consumer Products and Services (B2C)
"58632-22",1,27.13741772,6.79520054,Nanoco Technologies,-0.53,Information Technology
"63845-83",1,997.387416,722.063,Sunnova Energy,-0.53,Energy
"64901-80",27,31500.0,6270.0,Epic Games,-0.53,Information Technology
"153239-86",1,2.5,,CybeReady,-0.52,Information Technology
"53968-60",1,8963.82595818,655.22241527,TeamViewer,-0.52,Information Technology
"59378-68",1,,3002.07838645,Demant,-0.52,Healthcare
"101263-42",1,38.00277734,3.5,EcoRobotix,-0.51,Business Products and Services (B2B)
"10727-11",2,1498.764,29128.0,PayPal Holdings,-0.51,Information Technology
"41454-10",86,309.72111,32742.525,Netflix,-0.51,Information Technology
"42446-53",4,9551.16,3779.0,TransUnion,-0.51,Information Technology
"53735-05",2,1212.39070086,119.358,Coveo,-0.51,Information Technology
"59757-94",2,,0.40030502,Pure Energy Minerals,-0.51,Materials and Resources
"164020-06",2,,0.0,Palladium One Mining,-0.5,Materials and Resources
"41532-04",3,112.101183,0.0,Cytodyn,-0.5,Healthcare
"42170-68",1,4989.758722,1439.13,Bloom Energy,-0.5,Business Products and Services (B2B)
"54279-73",1,240.27034462,209.43389283,Milestone (Brondby),-0.5,Information Technology
"108328-51",3,218.999988,260.0,Miyoko's Creamery,-0.49,Consumer Products and Services (B2C)
"121653-10",1,669.033261,394.88163536,Niu Technologies,-0.49,Consumer Products and Services (B2C)
"483593-32",1,,,GMX (Financial Services),-0.49,Financial Services
"502926-31",4,,,Salus (Clinics/Outpatient Services),-0.49,Healthcare
"56186-02",1,14.0,376.04693209,DIP,-0.49,Business Products and Services (B2B)
"64840-69",1,,3987.80458514,Persimmon,-0.49,Business Products and Services (B2B)
"164116-72",2,0.77094213,1596.73417395,Hybe,-0.48,Consumer Products and Services (B2C)
"42175-36",4,665.21621306,449.66166384,Strides Pharma Science,-0.48,Healthcare
"53816-95",1,1160.0,85.694,Valens Semiconductor,-0.48,Information Technology
"55847-08",2,25.73261113,,Green Packet,-0.48,Information Technology
"58238-11",1,82.02859785,26.64804233,Arara (Japan),-0.48,Information Technology
"107433-19",1,,9.59350338,Empatica,-0.47,Healthcare
"152468-47",1,117.11,0.0,Leap Therapeutics,-0.47,Healthcare
"378456-22",2,,1.24793422,ICEsoft Technologies,-0.47,Information Technology
"41352-13",4,,19568.671,Ross Stores,-0.47,Consumer Products and Services (B2C)
"43137-01",1,86.7571724,18.70794923,McPhy Energy,-0.47,Energy
"51455-17",1,,4596.8,Fortune Brands Innovations,-0.47,Consumer Products and Services (B2C)
"183182-86",1,,,ScreenPoint Medical,-0.46,Healthcare
"51351-85",2,1175.23932,1487.004,MongoDB,-0.46,Information Technology
"53330-68",2,731.9205,86.719,"1stdibs",-0.46,Consumer Products and Services (B2C)
"53947-27",1,349.250985,0.0,Kala Bio,-0.46,Healthcare
"61257-52",1,300.0,650.0,FreshDirect,-0.46,Consumer Products and Services (B2C)
"63408-25",1,,44.3331115,Novia Financial,-0.46,Information Technology
"11006-74",1,1508.419747,731.195,HireRight,-0.45,Business Products and Services (B2B)
"164228-23",1,561.31126754,,InCred Finance,-0.45,Financial Services
"59113-45",1,14311.0136,542.358,HashiCorp,-0.45,Information Technology
"61931-08",1,8102.324732,2779.3,Peloton,-0.45,Consumer Products and Services (B2C)
"99103-15",1,44.86646257,3.82512007,Global Bioenergies,-0.45,Materials and Resources
"10341-55",1,5841.7,4433.18,Genpact,-0.44,Information Technology
"125731-90",1,28.88329082,2.80034208,Malaysian Genomics Resource Centre,-0.44,Healthcare
"41180-86",1,8788.36,7000.0,PetSmart,-0.44,Consumer Products and Services (B2C)
"58281-31",4,8972.994765,524.233,SentinelOne,-0.44,Information Technology
"59726-08",2,27.49262178,17.64379097,Almonty Industries,-0.44,Materials and Resources
"63421-39",2,265.000187,100.0,Rhone,-0.44,Consumer Products and Services (B2C)
"11065-60",1,18800.0,1338.061,Nuance Communications,-0.43,Information Technology
"11462-41",1,1692.3,4903.0,TriNet Group,-0.43,Business Products and Services (B2B)
"119980-81",1,1000.000001,4.5,Aqua Security,-0.43,Information Technology
"178342-84",7,11750.0,179.33702427,Northvolt,-0.43,Business Products and Services (B2B)
"41082-40",121,120171.67,383285.0,Apple,-0.43,Consumer Products and Services (B2C)
"41494-87",11,5263.80387,24367.0,MasterCard,-0.43,Financial Services
"42019-48",1,,1828.0,Teradata,-0.43,Information Technology
"479007-64",2,8.23704597,0.66220727,Globhe,-0.43,Information Technology
"41095-18",1,35000.0,19434.0,Cognizant Technology Solutions,-0.42,Information Technology
"432861-40",1,,,Reflaunt,-0.42,Business Products and Services (B2B)
"444082-96",2,,9.1,Dave's Hot Chicken,-0.42,Consumer Products and Services (B2C)
"463331-08",1,,11.3,Aavegotchi,-0.42,Information Technology
"59698-72",1,,0.0,Standard Lithium,-0.42,Materials and Resources
"12852-19",4,67.783527,3322.749,ViaSat,-0.41,Information Technology
"13482-64",2,,7320.54018203,Canara Bank,-0.41,Financial Services
"438451-57",2,24.300002,,Inclusively,-0.41,Business Products and Services (B2B)
"494289-73",1,,472.0,Blur (Financial Services),-0.41,Financial Services
"64334-26",7,10532.80761688,2431.98710728,Deliveroo,-0.41,Consumer Products and Services (B2C)
"12606-40",8,,44935.0,Bristol-Myers Squibb,-0.4,Healthcare
"13330-00",1,400.64673,352.012,Oportun,-0.4,Financial Services
"25282-18",4,,8944.8,Microchip Technology,-0.4,Information Technology
"41621-14",3,130.472904,9.806,ReShape Lifesciences,-0.4,Healthcare
"49922-02",2,451.35663274,689.63028897,Metro Bank,-0.4,Financial Services
"52829-38",1,2252.030962,100.0,Neo4j,-0.4,Information Technology
"53390-08",3,604.558672,756.918,Rapid7,-0.4,Information Technology
"55613-26",1,8498.27681204,160.36805053,SumUp,-0.4,Information Technology
"57433-24",2,,,Pixium Vision,-0.4,Healthcare
"268210-18",1,845.314085,0.0,Monte Rosa Therapeutics,-0.39,Healthcare
"41691-34",1,,,UnionPay International,-0.39,Financial Services
"466135-21",1,,,Pancakeswap,-0.39,Information Technology
"54687-16",1,25215.21168697,10786.8549889,Renesas Electronics,-0.39,Information Technology
"56159-02",2,,,Bolt (Boston),-0.39,Financial Services
"56325-79",1,,100.0,Blue Origin,-0.39,Business Products and Services (B2B)
"10365-94",3,13800.0,38806.811,Dollar General,-0.38,Consumer Products and Services (B2C)
"10903-33",2,1870.0,21200.869,Live Nation Entertainment,-0.38,Business Products and Services (B2B)
"113831-02",1,1160.000016,0.5629,Replit,-0.38,Information Technology
"13186-81",4,,5227.733,Steris,-0.38,Healthcare
"231486-49",1,,,Klasha,-0.38,Information Technology
"292887-01",2,1700.0,288.28658996,DealShare,-0.38,Consumer Products and Services (B2C)
"52639-57",1,210.0,1752.0,TripAdvisor,-0.38,Business Products and Services (B2B)
"58613-32",1,50.000001,,CancerIQ,-0.38,Healthcare
"94068-55",2,,91.76,Mejuri,-0.38,Consumer Products and Services (B2C)
"26321-59",1,,620.584,Tetra Technologies,-0.37,Business Products and Services (B2B)
"52686-01",1,4894.255475,362.831,AvidXchange,-0.37,Information Technology
"54364-78",1,1431.177225,1638.423,Stitch Fix,-0.37,Consumer Products and Services (B2C)
"437324-23",1,620.0,,Forge Biologics,-0.36,Healthcare
"470505-07",9,,,Pyth Network,-0.36,Information Technology
"58446-10",1,457.414954,671.277,ShockWave Medical,-0.36,Healthcare
"13329-91",1,3384.0,790.341,Payoneer,-0.35,Information Technology
"185763-25",10,23.530196,20000.0,Binance,-0.35,Information Technology
"234178-48",1,,200.0,MakerDAO,-0.35,Information Technology
"41275-54",1,2500.0,153.96,SonicWall,-0.35,Information Technology
"42866-92",1,113.25412438,38.047,MaxCyte,-0.35,Healthcare
"517634-65",1,,,Next DLP,-0.35,Information Technology
"56525-68",2,168.54921043,1.62186483,GenSight Biologics,-0.35,Healthcare
"10735-39",3,1628.0,7863.1,Celestica,-0.34,Business Products and Services (B2B)
"12026-53",3,11904.8,2097.053,PTC,-0.34,Information Technology
"13329-73",4,2797.260648,7207.4,Palo Alto Networks,-0.34,Information Technology
"167968-27",1,457.29703246,216.21393172,BICO Group,-0.34,Healthcare
"267029-02",2,6800.0,250.0,"1Password",-0.34,Information Technology
"40766-77",8,866.14590559,541.67849142,Religare Enterprises,-0.34,Financial Services
"51712-12",1,536.23781603,173.425,Dirtt Environmental Solutions,-0.34,Business Products and Services (B2B)
"54898-03",1,1500.0,90.0,Pipedrive,-0.34,Information Technology
"61495-21",1,156.34771732,0.0,Abivax,-0.34,Healthcare
"62776-45",1,739.0,73.4,BeyondTrust,-0.34,Information Technology
"12040-75",1,4450.47,9705.0,JetBlue Airways,-0.33,Consumer Products and Services (B2C)
"224435-62",1,3011.76495744,159.03290063,Groww,-0.33,Financial Services
"41437-63",2,1100.0,400.0,Forcepoint,-0.33,Information Technology
"46779-22",2,1338.0,500.0,SeatGeek,-0.33,Consumer Products and Services (B2C)
"498275-02",1,,,Fear,-0.33,Information Technology
"62003-62",2,1000.0,150.0,NSO Group,-0.33,Information Technology
"64708-30",1,5772.0,8933.0,Opendoor Technologies,-0.33,Consumer Products and Services (B2C)
"12091-33",2,1111.11,260.809,AvePoint,-0.32,Information Technology
"12867-40",1,67.5311,7.123,Actelis Networks,-0.32,Information Technology
"228229-30",1,30.0,42.405661,Minim,-0.32,Information Technology
"41543-38",1,489.74805,1892.389,Stride,-0.32,Information Technology
"54551-53",1,432.3954027,74.32899999,CloserStill Media,-0.32,Business Products and Services (B2B)
"10134-19",1,11000.0,3000.0,Infor Global Solutions,-0.31,Information Technology
"11036-53",6,2621.233,1629.687,Paycom Software,-0.31,Information Technology
"169143-76",1,30000.0,516.0,Waymo,-0.31,Consumer Products and Services (B2C)
"225880-21",1,947.22471307,3.83462981,YuLife,-0.31,Financial Services
"41163-58",1,53262.42,13097.3,Regeneron Pharmaceuticals,-0.31,Healthcare
"43029-82",2,53696.84397337,11252.60283288,Universal Music Group,-0.31,Consumer Products and Services (B2C)
"500742-46",1,11.0,,Fera Pets,-0.31,Consumer Products and Services (B2C)
"51386-05",3,1265.436089,6650.864,Shopify,-0.31,Information Technology
"56078-20",2,120.162411,40.0,Wego,-0.31,Consumer Products and Services (B2C)
"10770-76",4,138.54329096,431.43834408,AirAsia X,-0.3,Consumer Products and Services (B2C)
"117191-17",1,14999.999684,2000.0,Gopuff,-0.3,Consumer Products and Services (B2C)
"117363-88",2,29072.608936,1148.191,UiPath,-0.3,Information Technology
"129198-88",4,,,Zeepay,-0.3,Information Technology
